checkpoint,dataset,snr,metric,median,lower,upper,n_participants,interval
ft_B,whacamole,20.0,Number_of_submovements_per_second,5.098935440182686,1.9210977125912905,6.580915689468384,128,p2.5–p97.5
ft_B,whacamole,inf,Reconstruction_R2,0.9593366980552673,0.6528764590620995,0.9850771427154542,128,p2.5–p97.5
ft_B,whacamole,inf,Reconstruction_MASE,0.19090485499999998,0.13646187875,0.622373875,128,p2.5–p97.5
ft_B,whacamole,inf,Number_of_submovements_per_second,5.7277630269527435,1.9163465313613415,7.17008563131094,128,p2.5–p97.5
ft_B2,Fitts,10.0,Reconstruction_R2,0.8611754679318631,0.8045885364214579,0.9509324471155802,10,min–max
ft_B2,Fitts,10.0,Reconstruction_MASE,0.30903837267045453,0.21561989466666667,0.386027889,10,min–max
ft_B2,Fitts,10.0,Number_of_submovements_per_second,1.4495175032643601,1.1828354821773246,2.3551044409925286,10,min–max
ft_B2,Fitts,20.0,Reconstruction_R2,0.8965293759673969,0.756785831281117,0.9676156507598029,10,min–max
ft_B2,Fitts,20.0,Reconstruction_MASE,0.2684231157287449,0.17259975555555554,0.4311136364285714,10,min–max
ft_B2,Fitts,20.0,Number_of_submovements_per_second,1.5985148877371103,1.1566533197305704,2.3683830723166466,10,min–max
ft_B2,Fitts,inf,Reconstruction_R2,0.8643938042223454,0.6823577533165613,0.927335246404012,10,min–max
ft_B2,Fitts,inf,Reconstruction_MASE,0.30080286666666667,0.22091848266666667,0.5083841625,10,min–max
ft_B2,Fitts,inf,Number_of_submovements_per_second,1.9463518049035753,1.4545024298131466,2.664495274424553,10,min–max
ft_B2,crank,10.0,Reconstruction_R2,0.8886415327296537,0.8862185222761971,0.9012830191188388,5,min–max
ft_B2,crank,10.0,Reconstruction_MASE,0.06840525075000001,0.06338556735294118,0.0846530795357143,5,min–max
ft_B2,crank,10.0,Number_of_submovements_per_second,4.69822034239769,4.488881504429238,4.857571449662958,5,min–max
ft_B2,crank,20.0,Reconstruction_R2,0.917730006078879,0.9108822460357959,0.9491546097255888,5,min–max
ft_B2,crank,20.0,Reconstruction_MASE,0.04909231334615384,0.04540432741666667,0.056421674181818184,5,min–max
ft_B2,crank,20.0,Number_of_submovements_per_second,5.13916214928031,5.048404959115115,5.216319784522057,5,min–max
ft_B2,crank,inf,Reconstruction_R2,0.9077052703270545,0.8916963577270508,0.9226425750689073,5,min–max
ft_B2,crank,inf,Reconstruction_MASE,0.058878804214285714,0.05576222931818182,0.06443026377777777,5,min–max
ft_B2,crank,inf,Number_of_submovements_per_second,5.3233886776225905,5.127519269784291,5.452260178327561,5,min–max
ft_B2,object_moving,10.0,Reconstruction_R2,0.9126690257163275,0.8661866545677185,0.9210514783859253,5,min–max
ft_B2,object_moving,10.0,Reconstruction_MASE,0.1697733068,0.155865795,0.18896071466666667,5,min–max
