checkpoint,domain,group,metric,mean,lower,upper,n_units,unit
pre_released,synthetic,snr20_refr0.0-0.5,Reconstruction_MASE,0.12822604268149007,0.12663754806380895,0.12982339824739028,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Onset_Precision,0.6674109882957789,0.6628442326258439,0.6715878114240329,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Onset_Recall,0.7329639652137391,0.7277129932796909,0.7380737131645558,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Onset_F1,0.6972849991559532,0.6933614961440678,0.7012265006301571,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Onset_Distance,1.4208230513749558,1.4034291995743526,1.4388129544970971,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Amplitude_R2,0.5720738006057218,0.565153973212,0.5788763405260398,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Duration_R2,0.5487879146821797,0.5388397026108578,0.5596985476004193,512,trial
pre_released,synthetic,snr20_refr0.0-0.5,Number_of_submovements_per_second,4.914726780261844,4.871478727116482,4.9576261911897745,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Reconstruction_R2,0.9933361756848171,0.9927052507438929,0.9938510770880384,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Reconstruction_MASE,0.06330457961303182,0.06231456162058748,0.06439640801836503,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Onset_Precision,0.8586092112884565,0.8533804575816656,0.8636817075903667,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Onset_Recall,0.974497527532866,0.9720819264704327,0.9768664846993955,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Onset_F1,0.911844007670829,0.9085085758936122,0.9150406769163775,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Onset_Distance,0.6724602503485819,0.6595833145000062,0.6866203180426333,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Amplitude_R2,0.9734034735010937,0.970589217406814,0.9761111621599412,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Duration_R2,0.9660653491737321,0.9630290516652167,0.9690220885036979,512,trial
pre_released,synthetic,snr20_refr0.5-1.0,Number_of_submovements_per_second,2.478867301324499,2.4561329275256867,2.5020733568908327,512,trial
pre_released,synthetic,snr20_refr1-1.5,Reconstruction_R2,0.997951953439042,0.9976830448315013,0.9981584373716033,512,trial
pre_released,synthetic,snr20_refr1-1.5,Reconstruction_MASE,0.03950982183232554,0.038876391863323076,0.04016475586922752,512,trial
pre_released,synthetic,snr20_refr1-1.5,Onset_Precision,0.9423953488750219,0.9376236349117506,0.9470513082864174,512,trial
pre_released,synthetic,snr20_refr1-1.5,Onset_Recall,0.9922235561717514,0.9903120137639975,0.9939823336060889,512,trial
pre_released,synthetic,snr20_refr1-1.5,Onset_F1,0.9658396415771362,0.9630454182916818,0.9685153709199806,512,trial
pre_released,synthetic,snr20_refr1-1.5,Onset_Distance,0.3589612969470247,0.3470762091394843,0.37096614719122795,512,trial
pre_released,synthetic,snr20_refr1-1.5,Amplitude_R2,0.9937273133546114,0.9922332598915091,0.9951019345055101,512,trial
pre_released,synthetic,snr20_refr1-1.5,Duration_R2,0.9894060950027779,0.9874177241901634,0.9913852919329657,512,trial
pre_released,synthetic,snr20_refr1-1.5,Number_of_submovements_per_second,1.4108203706564382,1.3982813104557863,1.4228965422462352,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Reconstruction_R2,0.9852115360554308,0.9846182384440908,0.9858105989056639,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Reconstruction_MASE,0.09689830624847673,0.0956145712545549,0.09817811711000103,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Onset_Precision,0.755882725101342,0.7520806953319226,0.7596801032655661,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Onset_Recall,0.8821855918918695,0.8788797353965719,0.8853974195806886,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Onset_F1,0.8132506331439199,0.8103656934993363,0.8161485341557968,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Onset_Distance,0.703799697590586,0.6921154547195733,0.715826325936367,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Amplitude_R2,0.7220701351761818,0.7153168771852506,0.7288259210501564,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Duration_R2,0.7728147407760844,0.766751899724477,0.7793042829172918,512,trial
pre_released,synthetic,snrinf_refr0.0-0.5,Number_of_submovements_per_second,5.230195548792835,5.184375234239269,5.274964111216832,512,trial
pre_released,synthetic,snrinf_refr0.5-1.0,Reconstruction_R2,0.9983131057815626,0.9981769360514591,0.9984332598047331,512,trial
pre_released,synthetic,snrinf_refr0.5-1.0,Reconstruction_MASE,0.03237099516263697,0.03188590360196031,0.03286905776249114,512,trial
